scenario_name,batch_number,sim,ir100.B_ly,ir100.H_ly,ir100.W_ly,prepElig.B_ly,prepElig.H_ly,prepElig.W_ly,i.prev.B_ly,i.prev.H_ly,i.prev.W_ly,i.prev.dx.B_ly,i.prev.dx.H_ly,i.prev.dx.W_ly,incid.B_cml,incid.H_cml,incid.W_cml
t3_0_dumb_base_nsc,12,2,1.7179277033746092,0.46108451032742687,0.2747145311131258,23163.634615384617,2878.4423076923076,31109.826923076922,0.2996762902441917,0.11060010662484633,0.06093069710027773,0.26675847280447573,0.0944687730894593,0.055571144773628886,7029,256,1381
t3_0_dumb_base_nsc,12,3,1.604376502207681,0.24028136337063905,0.2406751503392444,23412.48076923077,3039.1923076923076,31016.21153846154,0.2916720111925024,0.09851237119759335,0.0571955791173886,0.2604739843917369,0.08753771665673737,0.05223490734490457,6702,199,1220
t3_0_dumb_base_nsc,12,4,1.618883727494188,0.4723688938298298,0.20008839097376732,23528.19230769231,2958.25,31014.96153846154,0.29365503114243274,0.0946967379315132,0.05899524227624953,0.26221270476180103,0.08209336573640297,0.05459959766889519,6910,212,1247
t3_0_dumb_base_nsc,12,5,1.595849464235145,0.34244471161799417,0.26508982596881137,23190.615384615383,3056.923076923077,30641.28846153846,0.29319139016881807,0.09852277416476055,0.06031833336875,0.26176748638808844,0.08829192893433747,0.055256197049114567,6800,217,1331
t3_0_dumb_base_nsc,12,6,1.628836318088895,0.4668220410030718,0.256818993212197,23425.25,3001.173076923077,30694.26923076923,0.2920489172188918,0.10242048953246626,0.06117270039736851,0.26140949204110997,0.08953073677788248,0.05602135813785924,6738,226,1336
t3_0_dumb_base_nsc,12,7,1.6178878064097895,0.40510454861948836,0.25232128056760617,23353.653846153848,3059.826923076923,31010.423076923078,0.28804601262920315,0.09952154377314286,0.05810993752393324,0.2584740984787479,0.0889675266765022,0.05300356078417874,6532,234,1257
t3_0_dumb_base_nsc,12,8,1.5970781389369963,0.5347266301033821,0.2501524821550785,23086.19230769231,2985.730769230769,30741.826923076922,0.2971925087944767,0.10633535837163258,0.05990333812323331,0.2657925975834684,0.09192512998764737,0.055059915889154036,6884,232,1355
t3_0_dumb_base_nsc,13,1,1.778497427466457,0.41702926883372426,0.26769861374725973,23461.673076923078,2903.8076923076924,31055.75,0.29135987609750913,0.09974587186149847,0.05803986068240384,0.2593119701428656,0.08632004435915237,0.0527609191204744,6695,221,1306
t3_0_dumb_base_nsc,13,2,1.6199750493034795,0.4844327014498725,0.24929979348437728,23681.25,3118.019230769231,30692.53846153846,0.28917394999831614,0.09256456747533251,0.057920311890322256,0.2588920826316619,0.07970177067985301,0.05330055562674742,6784,215,1225
t3_0_dumb_base_nsc,13,3,1.6893225755860484,0.4212448936652558,0.2682146745497469,23706.28846153846,3044.596153846154,30733.03846153846,0.28925733477612114,0.09594774405873081,0.06092952690861415,0.2580790007196459,0.08177637048838088,0.055623217644948014,6871,212,1321
